31850,31854,31874,12,0,35,222,1068,0,1,1,0,0,0,0,1,
31863,31800,31888,12,1,38,222,1074,1,2,0,0,0,0,2,0,
31885,31827,31822,15,0,36,219,1065,2,0,0,2,0,0,0,1,
31868,31820,31892,15,0,28,224,1066,2,0,2,0,0,3,3,0,
31862,31807,31927,15,2,32,216,1073,0,0,0,0,0,0,0,1,
31874,31844,31884,14,1,32,222,1069,1,0,0,0,0,1,1,0,
31878,31844,31870,10,0,24,220,1068,2,0,2,2,0,0,3,4,
31854,31751,31886,14,2,31,222,1046,3,0,2,0,0,2,2,0,
31858,31787,31806,12,1,35,218,1045,2,0,0,0,0,0,0,0,
31877,31834,31886,14,0,39,230,1074,2,0,0,0,1,0,2,2,
31892,31884,31912,15,0,26,213,1065,2,2,0,0,2,1,0,1,
31889,31892,31919,12,1,37,220,1070,2,0,0,1,1,0,0,0,
31917,31849,31896,15,2,36,217,1082,2,0,0,2,0,2,2,0,
31949,31858,31943,13,0,31,217,1057,3,0,2,3,1,0,0,0,
32011,31836,31949,16,0,36,221,1066,2,2,2,2,0,1,1,1,
31939,31904,31945,15,2,30,217,1057,1,4,1,0,0,2,0,0,
31922,31954,31881,15,1,31,228,1070,2,0,0,0,0,2,1,0,
31919,31898,31918,15,0,28,220,1072,0,1,0,1,0,2,0,2,
31941,31962,31849,16,0,23,215,1061,3,1,0,2,2,2,1,2,
32116,31912,31956,14,0,21,214,1058,2,1,1,0,1,2,0,0,
31934,31894,31966,12,0,20,214,1055,0,1,2,1,1,1,0,0,
31955,31905,31950,16,2,17,215,1046,2,0,0,0,0,1,0,0,
31939,31891,31764,12,1,26,212,1050,2,0,0,0,0,1,0,0,
31929,31917,31870,12,2,34,211,1058,2,2,1,0,0,1,0,0,
32048,31899,31947,15,0,34,215,1057,3,2,0,1,0,0,1,1,
31962,31845,31950,12,0,36,217,1062,1,1,1,0,0,2,3,2,
31926,31870,31957,15,0,52,236,1070,2,0,2,0,0,0,0,0,
31962,31854,31778,14,0,34,218,1076,2,2,2,1,0,1,2,0,
31939,31894,31951,12,0,38,225,1074,0,1,1,2,0,0,1,1,
31804,31898,31944,15,1,47,220,1066,1,0,2,0,0,0,0,1,
31936,31932,31975,12,1,40,221,1074,2,2,2,1,1,0,2,1,
31940,31922,31923,16,1,28,216,1090,2,0,0,1,2,0,0,0,
31947,31870,31930,16,2,36,220,1100,2,0,2,2,1,2,0,0,
32027,32063,31968,12,0,40,234,1095,1,1,0,0,0,1,0,0,
31973,31930,32003,14,0,24,221,1088,1,1,0,0,0,1,0,2,
31923,31919,31969,15,0,28,209,1062,2,3,1,0,0,3,2,2,
32143,31890,31970,12,0,33,214,1074,2,2,1,2,0,1,2,2,
31943,31798,31972,16,0,36,211,1073,2,0,0,0,0,0,0,2,
31970,31894,32047,15,1,33,213,1090,3,2,0,1,0,1,0,0,
31955,31930,31972,15,2,27,209,1088,2,2,2,0,0,3,0,1,
31881,31954,31999,12,0,28,202,1070,2,1,0,1,0,2,0,0,
32008,31943,31978,15,0,35,213,1050,2,3,1,0,0,2,2,1,
31955,31942,31833,12,2,34,211,1076,2,0,0,2,0,1,0,2,
31980,31960,31995,12,0,40,222,1090,2,1,2,0,0,1,1,0,
32007,31979,31981,16,0,33,216,1074,0,2,0,0,0,2,1,0,
31951,31922,31960,15,2,34,216,1076,1,2,2,2,0,2,0,2,
31908,31890,31921,15,0,35,207,1069,3,0,0,1,0,0,1,3,
31961,31894,31975,13,1,40,210,1065,2,0,0,0,0,0,2,1,
31961,31869,31933,15,2,48,208,1086,4,2,1,0,0,0,0,0,
31925,31896,31938,15,0,48,209,1070,2,0,0,0,0,1,0,2,
31906,31901,31943,15,2,54,222,1065,2,0,1,0,0,1,0,0,
31951,31921,31927,12,2,31,222,1078,0,2,0,1,1,0,0,1,
31930,31906,31945,15,1,41,222,1053,2,2,2,0,0,2,2,2,
31922,31882,31883,15,1,46,230,1074,2,2,2,1,0,0,2,2,
31836,31882,31961,15,2,36,223,1092,0,1,0,1,0,1,3,0,
31781,31878,31919,15,0,42,226,1094,1,0,0,2,1,2,0,0,
31911,31912,31903,13,2,36,216,1082,0,0,0,0,0,1,0,1,
31908,31878,32051,16,0,27,206,1068,1,0,2,1,0,3,1,0,
31914,31869,31919,14,0,38,217,1061,1,1,0,1,0,2,0,3,
31849,31734,31909,15,1,40,220,1044,2,0,0,0,0,2,0,2,
31897,31892,31931,12,0,36,218,1044,2,0,2,0,0,0,0,0,
31906,31875,31976,12,0,32,214,1049,2,0,1,0,0,0,1,2,
31938,31862,31934,15,0,39,230,1058,1,1,0,1,0,2,1,2,
31954,31989,31897,12,0,36,218,1057,1,2,2,0,0,2,2,2,
31923,31870,31955,15,2,39,221,1068,1,1,1,0,1,1,0,0,
31909,31854,31922,12,1,40,214,1068,2,0,0,1,2,3,3,3,
31902,31878,31898,15,0,40,218,1062,4,3,0,1,0,1,0,2,
31889,31879,31905,15,2,40,230,1062,3,0,0,0,0,0,0,0,
31908,31787,31936,12,0,31,218,1095,2,2,1,0,0,0,0,0,
31911,31857,31914,15,0,39,218,1088,2,0,2,0,0,1,0,0,
31960,31866,31896,12,0,36,222,1062,0,0,1,2,2,0,0,3,
31906,31881,31922,14,2,35,234,1070,3,2,1,2,0,0,1,0,
31917,31890,31951,12,0,36,226,1073,3,0,0,2,0,2,1,2,
31922,31860,31931,15,1,36,208,1070,2,2,0,0,0,0,0,0,
31842,31697,31896,12,0,35,216,1074,2,0,1,2,1,0,0,0,
31894,31809,31929,12,0,40,211,1074,3,0,0,2,0,1,0,2,
31899,31884,31963,15,0,43,222,1067,2,2,0,0,0,0,2,1,
31926,31890,31989,12,0,36,217,1050,0,0,2,0,0,0,2,3,
31892,31908,31939,15,2,35,216,1070,1,0,1,0,0,0,0,1,
31892,31943,31995,12,1,42,218,1074,3,0,0,1,0,1,3,1,
31899,31894,31935,12,0,36,233,1074,2,1,0,1,0,1,2,0,
31940,31911,31923,15,1,31,230,1074,2,1,1,0,0,1,1,0,
31976,31899,31948,14,0,39,218,1085,1,2,1,0,2,0,1,0,
31939,31963,32150,12,1,33,218,1075,1,0,0,0,0,1,0,0,
31820,31905,31955,12,0,28,216,1065,3,2,0,0,0,0,1,0,
32014,31914,31948,15,1,27,214,1052,2,1,1,0,0,0,0,0,
31965,31938,31943,16,0,31,218,1060,0,1,0,1,0,1,1,2,
31954,31974,31965,14,0,18,213,1062,0,0,0,0,0,0,0,0,
31957,31922,31978,14,0,28,211,1058,3,0,2,1,2,0,0,0,
